YearsExperience,Education,JobRole,Location,SkillsScore(1-5),CompanySize,Salary(LPA)
4,Masters,BI Analyst,Bangalore,5,Enterprise,41.61
2,Bachelors,Data Analyst,Mumbai,1,Startup,16.26
8,Masters,Data Scientist,Bangalore,3,Enterprise,42.01
19,Bachelors,Data Scientist,Pune,5,Startup,69.03
5,Bachelors,Data Scientist,Delhi,2,Enterprise,25.17
17,Masters,Data Analyst,Bangalore,5,Mid,73.52
5,Bachelors,Data Scientist,Bangalore,2,Startup,27.45
18,PhD,BI Analyst,Bangalore,1,Startup,63.24
11,Bachelors,ML Engineer,Pune,5,Startup,56.76
10,Masters,ML Engineer,Bangalore,4,Startup,60.94
1,Bachelors,BI Analyst,Bangalore,4,Mid,23.4
14,Bachelors,ML Engineer,Delhi,4,Mid,59.34
11,Bachelors,Data Analyst,Pune,4,Mid,45.27
11,Masters,Data Scientist,Pune,4,Enterprise,55.38
8,Masters,Data Scientist,Bangalore,2,Mid,32.96
20,PhD,Data Scientist,Pune,5,Enterprise,80.85
1,Bachelors,Data Analyst,Hyderabad,1,Enterprise,9.74
2,Bachelors,Data Analyst,Pune,4,Mid,19.03
11,Bachelors,Data Analyst,Pune,4,Mid,47.11
15,Masters,BI Analyst,Pune,1,Mid,51.66
20,PhD,Data Analyst,Mumbai,1,Enterprise,62.8
0,Bachelors,ML Engineer,Mumbai,4,Startup,25.03
20,Masters,BI Analyst,Mumbai,2,Mid,61.57
2,Bachelors,BI Analyst,Pune,1,Enterprise,13.31
19,Masters,BI Analyst,Hyderabad,5,Enterprise,72.57
1,PhD,Data Analyst,Pune,5,Mid,35.31
8,Bachelors,BI Analyst,Bangalore,2,Enterprise,29.58
18,Bachelors,Data Analyst,Hyderabad,3,Mid,56.63
14,PhD,Data Analyst,Mumbai,2,Enterprise,55.14
17,PhD,BI Analyst,Delhi,4,Startup,69.93
10,Masters,Data Scientist,Hyderabad,3,Enterprise,40.83
15,Masters,Data Scientist,Mumbai,4,Mid,61.99
16,Bachelors,BI Analyst,Hyderabad,5,Startup,67.03
4,Masters,Data Scientist,Hyderabad,1,Mid,22.6
11,Masters,ML Engineer,Pune,4,Enterprise,54.66
10,Masters,ML Engineer,Bangalore,5,Startup,57.74
14,Bachelors,Data Analyst,Delhi,2,Startup,45.93
2,Bachelors,Data Scientist,Mumbai,4,Enterprise,28.26
0,Bachelors,ML Engineer,Hyderabad,5,Startup,31.25
19,Bachelors,BI Analyst,Delhi,1,Startup,52.65
15,Bachelors,Data Scientist,Hyderabad,4,Startup,57.08
1,Bachelors,ML Engineer,Bangalore,5,Mid,30.82
1,Bachelors,ML Engineer,Delhi,4,Mid,26.13
2,Bachelors,BI Analyst,Mumbai,1,Startup,12.57
7,Masters,Data Analyst,Hyderabad,4,Enterprise,42.55
14,Bachelors,BI Analyst,Bangalore,4,Enterprise,51.78
6,Bachelors,Data Analyst,Delhi,5,Mid,35.4
5,Bachelors,ML Engineer,Hyderabad,3,Enterprise,31.89
8,Bachelors,Data Analyst,Hyderabad,4,Startup,44.41
19,Masters,ML Engineer,Mumbai,3,Enterprise,70.16
0,Bachelors,ML Engineer,Bangalore,2,Mid,17.36
7,Masters,Data Scientist,Pune,4,Mid,41.41
2,PhD,Data Analyst,Hyderabad,3,Startup,29.02
3,Masters,Data Analyst,Delhi,2,Mid,21.83
14,Masters,Data Analyst,Mumbai,5,Mid,59.92
5,PhD,BI Analyst,Mumbai,4,Mid,35.91
14,Masters,Data Scientist,Hyderabad,5,Enterprise,66.23
20,Bachelors,Data Scientist,Hyderabad,2,Mid,63.79
2,Bachelors,Data Scientist,Hyderabad,5,Enterprise,29.59
20,PhD,BI Analyst,Pune,5,Mid,83.18
20,Bachelors,Data Analyst,Hyderabad,1,Mid,53.57
13,Bachelors,Data Analyst,Bangalore,2,Enterprise,36.53
19,Masters,Data Analyst,Delhi,5,Enterprise,78.69
13,Masters,Data Scientist,Hyderabad,3,Startup,53.39
3,Bachelors,Data Scientist,Pune,2,Startup,23.5
11,Masters,ML Engineer,Delhi,1,Enterprise,47.92
16,Bachelors,BI Analyst,Mumbai,4,Mid,56.39
6,Masters,BI Analyst,Hyderabad,5,Startup,44.34
8,Bachelors,Data Scientist,Delhi,3,Enterprise,42.23
2,Bachelors,ML Engineer,Mumbai,1,Enterprise,15.5
12,Masters,Data Analyst,Pune,2,Mid,48.18
14,Bachelors,Data Scientist,Bangalore,5,Enterprise,57.87
17,Masters,BI Analyst,Hyderabad,1,Startup,51.01
18,Bachelors,BI Analyst,Bangalore,1,Mid,47.47
0,Bachelors,BI Analyst,Pune,3,Enterprise,18.59
5,Masters,Data Analyst,Delhi,4,Enterprise,33.1
1,Bachelors,BI Analyst,Delhi,4,Mid,21.55
13,Bachelors,Data Analyst,Pune,4,Mid,49.56
5,Bachelors,Data Analyst,Pune,2,Mid,20.39
13,Masters,Data Analyst,Hyderabad,1,Startup,39.4
3,PhD,Data Scientist,Mumbai,2,Startup,28.06
20,PhD,Data Analyst,Bangalore,1,Enterprise,61.2
7,Bachelors,ML Engineer,Bangalore,3,Enterprise,38.65
2,Bachelors,BI Analyst,Delhi,3,Mid,19.3
18,Bachelors,Data Scientist,Delhi,2,Enterprise,57.13
13,Masters,BI Analyst,Hyderabad,2,Enterprise,41.44
19,Bachelors,Data Analyst,Pune,3,Mid,60
16,PhD,Data Scientist,Bangalore,5,Startup,72.23
7,Bachelors,ML Engineer,Hyderabad,4,Startup,44.68
13,PhD,Data Analyst,Delhi,4,Startup,58.72
5,Masters,BI Analyst,Delhi,3,Enterprise,27.82
15,Masters,ML Engineer,Bangalore,4,Mid,67.28
18,Bachelors,Data Analyst,Delhi,5,Startup,69.07
13,Bachelors,ML Engineer,Delhi,5,Enterprise,67.02
18,Bachelors,Data Analyst,Mumbai,1,Mid,46.22
2,Bachelors,Data Scientist,Pune,2,Startup,19.39
9,Bachelors,Data Analyst,Delhi,4,Startup,45.69
18,Masters,Data Scientist,Mumbai,5,Mid,73.81
8,Bachelors,Data Analyst,Hyderabad,2,Enterprise,28.46
19,Masters,Data Analyst,Delhi,2,Enterprise,58.15
12,Masters,BI Analyst,Hyderabad,1,Startup,41.65
6,Bachelors,ML Engineer,Delhi,2,Mid,27.76
13,PhD,ML Engineer,Bangalore,2,Enterprise,54.2
8,Bachelors,ML Engineer,Mumbai,3,Mid,39.07
18,Bachelors,Data Analyst,Mumbai,1,Mid,48.3
14,Bachelors,Data Analyst,Bangalore,1,Startup,42.42
19,Masters,Data Analyst,Pune,4,Mid,68.41
13,Bachelors,Data Scientist,Mumbai,2,Mid,46.9
5,Bachelors,Data Scientist,Hyderabad,4,Mid,32.27
20,Masters,BI Analyst,Mumbai,5,Enterprise,78.99
3,Bachelors,Data Analyst,Pune,2,Startup,19.84
7,Masters,ML Engineer,Hyderabad,5,Startup,55.01
16,PhD,ML Engineer,Hyderabad,3,Mid,65.68
8,PhD,BI Analyst,Bangalore,2,Mid,38.55
0,Bachelors,ML Engineer,Delhi,4,Enterprise,29.35
19,Bachelors,BI Analyst,Bangalore,4,Startup,67.89
13,Bachelors,Data Analyst,Delhi,2,Enterprise,48.29
10,Bachelors,ML Engineer,Bangalore,4,Startup,46.01
20,Bachelors,Data Analyst,Delhi,2,Enterprise,60.52
2,Bachelors,Data Scientist,Mumbai,1,Mid,14.08
8,PhD,ML Engineer,Hyderabad,4,Enterprise,50.77
13,PhD,Data Scientist,Delhi,2,Mid,56.68
8,Bachelors,ML Engineer,Mumbai,2,Startup,35.34
3,Bachelors,Data Analyst,Pune,4,Startup,30.76
3,Bachelors,BI Analyst,Bangalore,1,Mid,11.54
7,Bachelors,Data Analyst,Pune,4,Startup,40.86
1,Masters,Data Analyst,Mumbai,2,Enterprise,17.33
8,Masters,Data Analyst,Pune,1,Mid,28.85
13,PhD,ML Engineer,Pune,5,Startup,64.09
8,Masters,BI Analyst,Mumbai,3,Enterprise,37.86
15,Masters,Data Scientist,Hyderabad,4,Enterprise,60.94
16,Masters,Data Analyst,Delhi,2,Startup,58.64
15,Bachelors,ML Engineer,Bangalore,1,Startup,49.65
11,Masters,Data Scientist,Delhi,1,Enterprise,38.11
2,Bachelors,Data Analyst,Bangalore,5,Mid,28.38
10,Bachelors,Data Scientist,Delhi,4,Startup,43.92
13,Bachelors,Data Analyst,Pune,1,Startup,43.27
17,Bachelors,Data Scientist,Hyderabad,5,Mid,73.07
20,PhD,Data Scientist,Pune,2,Mid,68.8
20,Bachelors,BI Analyst,Hyderabad,5,Startup,80.04
4,Bachelors,BI Analyst,Mumbai,4,Mid,30.56
15,Bachelors,Data Analyst,Bangalore,5,Enterprise,64.79
19,Masters,ML Engineer,Bangalore,1,Enterprise,63.8
4,Bachelors,BI Analyst,Mumbai,1,Enterprise,15.38
2,PhD,Data Scientist,Delhi,3,Startup,30.85
11,PhD,BI Analyst,Mumbai,5,Mid,59.02
0,Masters,BI Analyst,Mumbai,2,Enterprise,11.09
20,Masters,Data Analyst,Hyderabad,4,Mid,72.86
8,Bachelors,BI Analyst,Mumbai,3,Enterprise,39.12
8,Bachelors,BI Analyst,Bangalore,5,Mid,42.63
3,Masters,Data Scientist,Pune,2,Enterprise,24.57
2,Bachelors,BI Analyst,Hyderabad,3,Enterprise,17.97
16,Bachelors,Data Scientist,Hyderabad,1,Enterprise,47.45
1,Masters,BI Analyst,Delhi,4,Enterprise,25.18
0,Bachelors,BI Analyst,Pune,5,Enterprise,30.23
7,PhD,ML Engineer,Hyderabad,2,Enterprise,39.85
12,Bachelors,BI Analyst,Mumbai,1,Enterprise,34.71
14,Masters,Data Scientist,Hyderabad,3,Enterprise,55.82
7,Masters,Data Scientist,Hyderabad,4,Enterprise,38.68
11,Masters,Data Analyst,Hyderabad,3,Mid,38.82
11,Bachelors,Data Analyst,Delhi,3,Mid,38.75
13,Masters,ML Engineer,Hyderabad,2,Startup,53.17
14,PhD,Data Scientist,Hyderabad,1,Enterprise,50.09
14,Bachelors,Data Scientist,Delhi,5,Mid,64.71
8,Bachelors,Data Scientist,Pune,2,Mid,29.64
18,Masters,ML Engineer,Bangalore,4,Mid,72.59
19,Masters,Data Scientist,Delhi,3,Mid,63.32
7,Bachelors,Data Analyst,Delhi,4,Mid,38.6
20,PhD,ML Engineer,Hyderabad,2,Mid,67.87
18,Bachelors,Data Analyst,Hyderabad,2,Startup,54.47
5,Bachelors,Data Analyst,Bangalore,5,Mid,38.12
19,Masters,ML Engineer,Hyderabad,3,Startup,69.93
18,Masters,BI Analyst,Mumbai,2,Startup,51.41
3,PhD,BI Analyst,Hyderabad,4,Enterprise,39.19
6,PhD,Data Analyst,Hyderabad,5,Enterprise,44.41
3,Bachelors,BI Analyst,Mumbai,4,Enterprise,23.37
11,Bachelors,Data Scientist,Bangalore,3,Mid,48.18
12,Bachelors,ML Engineer,Mumbai,5,Enterprise,62.7
2,Masters,Data Analyst,Delhi,5,Mid,32.39
11,PhD,Data Scientist,Mumbai,5,Mid,65.51
1,Bachelors,BI Analyst,Pune,1,Enterprise,7.68
1,Bachelors,Data Scientist,Delhi,5,Enterprise,31.43
8,Bachelors,BI Analyst,Hyderabad,4,Startup,41.73
0,Masters,Data Analyst,Delhi,4,Startup,28.54
7,Bachelors,Data Scientist,Bangalore,3,Mid,30.47
5,Bachelors,ML Engineer,Bangalore,2,Mid,36.88
5,Masters,Data Analyst,Mumbai,2,Enterprise,30.52
17,Masters,Data Scientist,Delhi,1,Enterprise,55.65
16,Masters,Data Scientist,Hyderabad,5,Startup,67.5
11,Masters,BI Analyst,Bangalore,1,Enterprise,34.25
5,Bachelors,Data Analyst,Hyderabad,3,Mid,29.36
7,Masters,Data Analyst,Pune,3,Enterprise,37.78
18,Masters,Data Analyst,Bangalore,2,Startup,59.29
9,PhD,Data Analyst,Mumbai,3,Mid,44.58
0,Bachelors,BI Analyst,Pune,5,Startup,26.8
12,Bachelors,ML Engineer,Delhi,4,Startup,49.24
16,Bachelors,Data Analyst,Hyderabad,3,Mid,54.1
2,Bachelors,BI Analyst,Bangalore,1,Startup,8.15
7,Masters,ML Engineer,Pune,5,Enterprise,51.18
13,Bachelors,ML Engineer,Pune,3,Enterprise,57.62
2,Bachelors,BI Analyst,Bangalore,3,Startup,18.57
15,Bachelors,Data Analyst,Delhi,5,Enterprise,59.37
12,Bachelors,ML Engineer,Delhi,3,Startup,48.75
19,Bachelors,Data Analyst,Mumbai,4,Enterprise,64.45
16,Bachelors,Data Analyst,Delhi,2,Startup,52.06
12,Bachelors,Data Scientist,Mumbai,5,Enterprise,59.66
5,Masters,Data Analyst,Pune,1,Mid,26.91
16,Masters,Data Scientist,Bangalore,3,Mid,57.88
13,Bachelors,ML Engineer,Delhi,2,Enterprise,51.25
16,PhD,BI Analyst,Mumbai,1,Startup,54.45
7,Masters,Data Scientist,Pune,1,Enterprise,35.26
10,Masters,BI Analyst,Delhi,4,Startup,45.21
19,Bachelors,ML Engineer,Hyderabad,2,Enterprise,57.59
0,Bachelors,Data Analyst,Pune,5,Enterprise,24.67
6,Bachelors,ML Engineer,Delhi,2,Mid,40.83
20,Bachelors,BI Analyst,Pune,2,Startup,56.71
20,Bachelors,ML Engineer,Bangalore,1,Startup,62.96
16,PhD,Data Analyst,Bangalore,4,Startup,58.75
9,Bachelors,ML Engineer,Bangalore,4,Startup,54.04
10,Bachelors,Data Analyst,Hyderabad,2,Startup,30.37
8,Masters,Data Scientist,Bangalore,2,Mid,30.03
8,Bachelors,BI Analyst,Hyderabad,3,Enterprise,36
4,Masters,Data Analyst,Bangalore,1,Startup,20.46
16,Masters,Data Analyst,Pune,5,Startup,71.16
8,Masters,ML Engineer,Delhi,5,Enterprise,56.25
16,PhD,Data Scientist,Delhi,4,Mid,62.4
20,Bachelors,Data Analyst,Bangalore,1,Mid,55.04
18,Masters,Data Scientist,Delhi,4,Mid,68.11
6,PhD,Data Scientist,Bangalore,5,Enterprise,44.89
8,Masters,ML Engineer,Bangalore,2,Enterprise,41.5
6,Bachelors,Data Analyst,Mumbai,1,Mid,25.03
12,PhD,ML Engineer,Mumbai,1,Mid,45.88
10,Bachelors,BI Analyst,Mumbai,3,Enterprise,39.5
